UniprotID_A	UniProtName_A	GeneName_A	UniprotID_B	UniProtName_B	GeneName_B	Experiments	Methods	Publications	3DStructures	CurationEvents
P07900	HS90A_HUMAN	HSP90AA1	P07948	LYN_HUMAN	LYN	1	1	1	0	1
P23443	KS6B1_HUMAN	RPS6KB1	P08151	GLI1_HUMAN	GLI1	3	3	1	0	6
P08151	GLI1_HUMAN	GLI1	P08151	GLI1_HUMAN	GLI1	1	1	1	0	2
Q92831	KAT2B_HUMAN	KAT2B	P08151	GLI1_HUMAN	GLI1	1	1	1	0	1
Q13541	4EBP1_HUMAN	EIF4EBP1	P08238	HS90B_HUMAN	HSP90AB1	1	1	1	0	1
P07900	HS90A_HUMAN	HSP90AA1	P08238	HS90B_HUMAN	HSP90AB1	11	4	9	0	18
P42224	STAT1_HUMAN	STAT1	P08238	HS90B_HUMAN	HSP90AB1	2	2	1	0	2
P53041	PPP5_HUMAN	PPP5C	P08238	HS90B_HUMAN	HSP90AB1	9	5	5	0	13
P68400	CSK21_HUMAN	CSNK2A1	P08238	HS90B_HUMAN	HSP90AB1	2	2	1	0	2
Q06187	BTK_HUMAN	BTK	P08238	HS90B_HUMAN	HSP90AB1	2	2	1	0	2
Q15831	STK11_HUMAN	STK11	P08238	HS90B_HUMAN	HSP90AB1	3	3	2	0	4
P08238	HS90B_HUMAN	HSP90AB1	P08238	HS90B_HUMAN	HSP90AB1	3	3	3	0	3
P11441	UBL4A_HUMAN	UBL4A	P08238	HS90B_HUMAN	HSP90AB1	1	1	1	0	1
Q00987	MDM2_HUMAN	MDM2	P08238	HS90B_HUMAN	HSP90AB1	1	1	1	0	1
P08238	HS90B_HUMAN	HSP90AB1	P10636	TAU_HUMAN	MAPT	3	3	1	0	4
P05067	A4_HUMAN	APP	P10636	TAU_HUMAN	MAPT	6	6	1	0	10
P10636	TAU_HUMAN	MAPT	P10636	TAU_HUMAN	MAPT	3	3	3	0	3
P06493	CDK1_HUMAN	CDK1	P10636	TAU_HUMAN	MAPT	1	1	1	0	1
P53041	PPP5_HUMAN	PPP5C	P10636	TAU_HUMAN	MAPT	2	2	1	0	2
Q13526	PIN1_HUMAN	PIN1	P10636	TAU_HUMAN	MAPT	3	3	2	0	3
P67775	PP2AA_HUMAN	PPP2CA	P10636	TAU_HUMAN	MAPT	1	1	1	0	1
Q13501	SQSTM_HUMAN	SQSTM1	P10636	TAU_HUMAN	MAPT	3	2	2	0	4
Q09472	EP300_HUMAN	EP300	P10636	TAU_HUMAN	MAPT	1	1	1	0	1
P43405	KSYK_HUMAN	SYK	P10636	TAU_HUMAN	MAPT	2	2	1	0	2
P68400	CSK21_HUMAN	CSNK2A1	P10636	TAU_HUMAN	MAPT	1	1	1	0	1
P45983	MK08_HUMAN	MAPK8	P10636	TAU_HUMAN	MAPT	1	1	1	0	1
Q09161	NCBP1_HUMAN	NCBP1	P11441	UBL4A_HUMAN	UBL4A	2	2	2	0	2
P27361	MK03_HUMAN	MAPK3	P11441	UBL4A_HUMAN	UBL4A	2	2	2	0	2
Q9BUZ4	TRAF4_HUMAN	TRAF4	P11441	UBL4A_HUMAN	UBL4A	7	4	3	0	9
P10636	TAU_HUMAN	MAPT	P12931	SRC_HUMAN	SRC	2	2	1	0	3
P12931	SRC_HUMAN	SRC	P12931	SRC_HUMAN	SRC	8	4	8	0	8
P68400	CSK21_HUMAN	CSNK2A1	P12931	SRC_HUMAN	SRC	2	2	1	0	2
P43405	KSYK_HUMAN	SYK	P12931	SRC_HUMAN	SRC	3	3	2	0	3
P42224	STAT1_HUMAN	STAT1	P12931	SRC_HUMAN	SRC	4	2	3	0	5
P07900	HS90A_HUMAN	HSP90AA1	P12931	SRC_HUMAN	SRC	4	3	2	0	4
O75469	NR1I2_HUMAN	NR1I2	P12931	SRC_HUMAN	SRC	1	1	1	0	1
P46934	NEDD4_HUMAN	NEDD4	P12931	SRC_HUMAN	SRC	3	3	1	0	3
P05067	A4_HUMAN	APP	P12931	SRC_HUMAN	SRC	1	1	1	0	1
Q09472	EP300_HUMAN	EP300	P12931	SRC_HUMAN	SRC	1	1	1	0	2
P68133	ACTS_HUMAN	ACTA1	P12931	SRC_HUMAN	SRC	1	1	1	0	1
Q60876	4EBP1_MOUSE	Eif4ebp1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
O15530	PDPK1_HUMAN	PDPK1	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	2
P62999	RAC1_CANLF	RAC1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P60953	CDC42_HUMAN	CDC42	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	2
Q13057	COASY_HUMAN	COASY	P23443	KS6B1_HUMAN	RPS6KB1	5	5	1	0	7
P10636	TAU_HUMAN	MAPT	P23443	KS6B1_HUMAN	RPS6KB1	5	4	2	0	5
Q15118	PDK1_HUMAN	PDK1	P23443	KS6B1_HUMAN	RPS6KB1	3	3	3	0	3
P55884	EIF3B_HUMAN	EIF3B	P23443	KS6B1_HUMAN	RPS6KB1	5	3	4	0	7
P06730	IF4E_HUMAN	EIF4E	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	5
Q09161	NCBP1_HUMAN	NCBP1	P23443	KS6B1_HUMAN	RPS6KB1	3	3	2	0	7
Q00005	2ABB_HUMAN	PPP2R2B	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	2
P43629	KI3L1_HUMAN	KIR3DL1	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	2
P45983	MK08_HUMAN	MAPK8	P23443	KS6B1_HUMAN	RPS6KB1	5	5	3	0	6
P08238	HS90B_HUMAN	HSP90AB1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q13153	PAK1_HUMAN	PAK1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	4
Q6R327	RICTR_HUMAN	RICTOR	P23443	KS6B1_HUMAN	RPS6KB1	3	3	2	0	3
Q15831	STK11_HUMAN	STK11	P23443	KS6B1_HUMAN	RPS6KB1	3	3	2	0	3
P53041	PPP5_HUMAN	PPP5C	P23443	KS6B1_HUMAN	RPS6KB1	2	2	2	0	2
A0A0G2JQ02	A0A0G2JQ02_HUMAN	PROP1	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	2
Q7L190	DPPA4_HUMAN	DPPA4	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	2
P42345	MTOR_HUMAN	MTOR	P23443	KS6B1_HUMAN	RPS6KB1	25	4	22	0	26
Q9HC98	NEK6_HUMAN	NEK6	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P06493	CDK1_HUMAN	CDK1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
O14746	TERT_HUMAN	TERT	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	2
Q9ULJ8	NEB1_HUMAN	PPP1R9A	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q8N122	RPTOR_HUMAN	RPTOR	P23443	KS6B1_HUMAN	RPS6KB1	9	4	8	0	10
P42336	PK3CA_HUMAN	PIK3CA	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P27361	MK03_HUMAN	MAPK3	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P45984	MK09_HUMAN	MAPK9	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q13526	PIN1_HUMAN	PIN1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q99613	EIF3C_HUMAN	EIF3C	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	2
Q05195	MAD1_HUMAN	MXD1	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	2
P68133	ACTS_HUMAN	ACTA1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q06187	BTK_HUMAN	BTK	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P68400	CSK21_HUMAN	CSNK2A1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P07948	LYN_HUMAN	LYN	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q05513	KPCZ_HUMAN	PRKCZ	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P12931	SRC_HUMAN	SRC	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P43405	KSYK_HUMAN	SYK	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P62877	RBX1_HUMAN	RBX1	P23443	KS6B1_HUMAN	RPS6KB1	2	2	1	0	2
Q00987	MDM2_HUMAN	MDM2	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	2
P46934	NEDD4_HUMAN	NEDD4	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q9Y7K2	TOR2_SCHPO	tor2	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
O95644	NFAC1_HUMAN	NFATC1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q13501	SQSTM_HUMAN	SQSTM1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q9BPZ7	SIN1_HUMAN	MAPKAP1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P07900	HS90A_HUMAN	HSP90AA1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P42224	STAT1_HUMAN	STAT1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
O14356	TOR1_SCHPO	tor1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
Q92519	TRIB2_HUMAN	TRIB2	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	2
P23443	KS6B1_HUMAN	RPS6KB1	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
P11441	UBL4A_HUMAN	UBL4A	P23443	KS6B1_HUMAN	RPS6KB1	1	1	1	0	1
O15372	EIF3H_HUMAN	EIF3H	P23588	IF4B_HUMAN	EIF4B	1	1	1	0	1
P68400	CSK21_HUMAN	CSNK2A1	P23588	IF4B_HUMAN	EIF4B	2	2	1	0	2
Q6P5F9	XPO1_MOUSE	Xpo1	P23588	IF4B_HUMAN	EIF4B	1	1	1	0	1
P23588	IF4B_HUMAN	EIF4B	P23588	IF4B_HUMAN	EIF4B	4	4	1	0	5
P23443	KS6B1_HUMAN	RPS6KB1	P23588	IF4B_HUMAN	EIF4B	1	1	1	0	1
P55884	EIF3B_HUMAN	EIF3B	P23588	IF4B_HUMAN	EIF4B	1	1	1	0	1
O00303	EIF3F_HUMAN	EIF3F	P23588	IF4B_HUMAN	EIF4B	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P23588	IF4B_HUMAN	EIF4B	1	1	1	0	1
P67775	PP2AA_HUMAN	PPP2CA	P27361	MK03_HUMAN	MAPK3	4	4	2	0	4
P07948	LYN_HUMAN	LYN	P27361	MK03_HUMAN	MAPK3	3	3	2	0	4
P27361	MK03_HUMAN	MAPK3	P27361	MK03_HUMAN	MAPK3	4	4	4	0	4
P45983	MK08_HUMAN	MAPK8	P27361	MK03_HUMAN	MAPK3	1	1	1	0	1
P43405	KSYK_HUMAN	SYK	P27361	MK03_HUMAN	MAPK3	1	1	1	0	1
P12931	SRC_HUMAN	SRC	P27361	MK03_HUMAN	MAPK3	1	1	1	0	1
P67775	PP2AA_HUMAN	PPP2CA	P28482	MK01_HUMAN	MAPK1	3	3	2	0	3
P07948	LYN_HUMAN	LYN	P28482	MK01_HUMAN	MAPK1	1	1	1	0	2
P27361	MK03_HUMAN	MAPK3	P28482	MK01_HUMAN	MAPK1	6	4	5	0	9
P28482	MK01_HUMAN	MAPK1	P28482	MK01_HUMAN	MAPK1	4	4	4	1	5
P45983	MK08_HUMAN	MAPK8	P28482	MK01_HUMAN	MAPK1	1	1	1	0	1
P23443	KS6B1_HUMAN	RPS6KB1	P28482	MK01_HUMAN	MAPK1	1	1	1	0	1
P31749	AKT1_HUMAN	AKT1	P28482	MK01_HUMAN	MAPK1	1	1	1	0	1
Q09472	EP300_HUMAN	EP300	P28482	MK01_HUMAN	MAPK1	3	2	2	0	3
Q13501	SQSTM_HUMAN	SQSTM1	P28482	MK01_HUMAN	MAPK1	1	1	1	0	1
P12931	SRC_HUMAN	SRC	P28482	MK01_HUMAN	MAPK1	1	1	1	0	1
P42345	MTOR_HUMAN	MTOR	P31749	AKT1_HUMAN	AKT1	17	9	14	0	17
P23443	KS6B1_HUMAN	RPS6KB1	P31749	AKT1_HUMAN	AKT1	5	5	3	0	5
P67774	PP2AA_BOVIN	PPP2CA	P31749	AKT1_HUMAN	AKT1	1	1	1	0	1
P10636	TAU_HUMAN	MAPT	P31749	AKT1_HUMAN	AKT1	3	3	3	0	5
O14746	TERT_HUMAN	TERT	P31749	AKT1_HUMAN	AKT1	4	3	3	0	4
P12931	SRC_HUMAN	SRC	P31749	AKT1_HUMAN	AKT1	5	4	4	0	5
Q6R327	RICTR_HUMAN	RICTOR	P31749	AKT1_HUMAN	AKT1	10	5	9	0	10
P31749	AKT1_HUMAN	AKT1	P31749	AKT1_HUMAN	AKT1	5	4	4	0	6
P08238	HS90B_HUMAN	HSP90AB1	P31749	AKT1_HUMAN	AKT1	2	2	1	0	2
Q05195	MAD1_HUMAN	MXD1	P31749	AKT1_HUMAN	AKT1	5	4	2	0	7
Q9BPZ7	SIN1_HUMAN	MAPKAP1	P31749	AKT1_HUMAN	AKT1	5	3	4	0	5
P46934	NEDD4_HUMAN	NEDD4	P31749	AKT1_HUMAN	AKT1	3	2	2	0	3
O60346	PHLP1_HUMAN	PHLPP1	P31749	AKT1_HUMAN	AKT1	3	2	2	0	3
P42336	PK3CA_HUMAN	PIK3CA	P31749	AKT1_HUMAN	AKT1	3	2	3	0	3
P68400	CSK21_HUMAN	CSNK2A1	P31749	AKT1_HUMAN	AKT1	1	1	1	0	1
P45984	MK09_HUMAN	MAPK9	P31749	AKT1_HUMAN	AKT1	1	1	1	0	1
P42336	PK3CA_HUMAN	PIK3CA	P35568	IRS1_HUMAN	IRS1	8	4	6	0	25
P68400	CSK21_HUMAN	CSNK2A1	P35568	IRS1_HUMAN	IRS1	1	1	1	0	1
P67870	CSK2B_HUMAN	CSNK2B	P35568	IRS1_HUMAN	IRS1	1	1	1	0	1
P28482	MK01_HUMAN	MAPK1	P35568	IRS1_HUMAN	IRS1	1	1	1	0	1
P35568	IRS1_HUMAN	IRS1	P35568	IRS1_HUMAN	IRS1	1	1	1	0	1
P42345	MTOR_HUMAN	MTOR	P35568	IRS1_HUMAN	IRS1	4	3	2	0	4
P31749	AKT1_HUMAN	AKT1	P35568	IRS1_HUMAN	IRS1	2	2	1	0	2
Q05513	KPCZ_HUMAN	PRKCZ	P35568	IRS1_HUMAN	IRS1	1	1	1	0	1
P45983	MK08_HUMAN	MAPK8	P35568	IRS1_HUMAN	IRS1	4	4	3	0	4
P45984	MK09_HUMAN	MAPK9	P35568	IRS1_HUMAN	IRS1	1	1	1	0	1
P46934	NEDD4_HUMAN	NEDD4	P35568	IRS1_HUMAN	IRS1	1	1	1	0	1
P23443	KS6B1_HUMAN	RPS6KB1	P35568	IRS1_HUMAN	IRS1	2	2	1	0	2
Q6P5F9	XPO1_MOUSE	Xpo1	P42224	STAT1_HUMAN	STAT1	1	1	1	0	1
P42224	STAT1_HUMAN	STAT1	P42224	STAT1_HUMAN	STAT1	9	8	7	0	10
O14980	XPO1_HUMAN	XPO1	P42224	STAT1_HUMAN	STAT1	3	3	3	0	3
P63000	RAC1_HUMAN	RAC1	P42224	STAT1_HUMAN	STAT1	1	1	1	0	1
P31749	AKT1_HUMAN	AKT1	P42224	STAT1_HUMAN	STAT1	1	1	1	0	1
P42336	PK3CA_HUMAN	PIK3CA	P42224	STAT1_HUMAN	STAT1	1	1	1	0	1
P42336	PK3CA_HUMAN	PIK3CA	P42336	PK3CA_HUMAN	PIK3CA	2	2	1	0	3
Q60876	4EBP1_MOUSE	Eif4ebp1	P42345	MTOR_HUMAN	MTOR	1	1	1	0	1
P42345	MTOR_HUMAN	MTOR	P42345	MTOR_HUMAN	MTOR	5	4	4	7	5
P55884	EIF3B_HUMAN	EIF3B	P42345	MTOR_HUMAN	MTOR	5	3	3	0	5
P06730	IF4E_HUMAN	EIF4E	P42345	MTOR_HUMAN	MTOR	2	2	1	0	4
Q09161	NCBP1_HUMAN	NCBP1	P42345	MTOR_HUMAN	MTOR	2	2	1	0	3
P42224	STAT1_HUMAN	STAT1	P42345	MTOR_HUMAN	MTOR	5	4	3	0	7
