UniprotID_A	UniProtName_A	GeneName_A	UniprotID_B	UniProtName_B	GeneName_B	Experiments	Methods	Publications	3DStructures	CurationEvents
O14654	IRS4_HUMAN	IRS4	P34932	HSP74_HUMAN	HSPA4	1	1	1	0	1
O14788	TNF11_HUMAN	TNFSF11	P68104	EF1A1_HUMAN	EEF1A1	1	1	1	0	2
O14788	TNF11_HUMAN	TNFSF11	O14788	TNF11_HUMAN	TNFSF11	1	1	1	0	1
O14788	TNF11_HUMAN	TNFSF11	P25963	IKBA_HUMAN	NFKBIA	1	1	1	0	1
O14788	TNF11_HUMAN	TNFSF11	P19838	NFKB1_HUMAN	NFKB1	1	1	1	0	1
O14788	TNF11_HUMAN	TNFSF11	P11021	GRP78_HUMAN	HSPA5	1	1	1	0	1
O14920	IKKB_HUMAN	IKBKB	P25963	IKBA_HUMAN	NFKBIA	59	7	56	0	70
O14920	IKKB_HUMAN	IKBKB	Q04206	TF65_HUMAN	RELA	10	7	8	0	13
O14920	IKKB_HUMAN	IKBKB	Q9Y6K9	NEMO_HUMAN	IKBKG	96	13	71	2	110
O14920	IKKB_HUMAN	IKBKB	Q9Y6Q9	NCOA3_HUMAN	NCOA3	7	6	2	0	11
O14920	IKKB_HUMAN	IKBKB	O15111	IKKA_HUMAN	CHUK	42	12	34	0	52
O14920	IKKB_HUMAN	IKBKB	O14920	IKKB_HUMAN	IKBKB	16	7	16	0	16
O14920	IKKB_HUMAN	IKBKB	Q00653	NFKB2_HUMAN	NFKB2	2	2	1	0	3
O14920	IKKB_HUMAN	IKBKB	Q15653	IKBB_HUMAN	NFKBIB	5	4	3	0	6
O14920	IKKB_HUMAN	IKBKB	D3DR86	D3DR86_HUMAN	NFKB2	1	1	1	0	1
O14920	IKKB_HUMAN	IKBKB	P40763	STAT3_HUMAN	STAT3	1	1	1	0	2
O14920	IKKB_HUMAN	IKBKB	Q9UHD2	TBK1_HUMAN	TBK1	2	2	2	0	2
O14920	IKKB_HUMAN	IKBKB	Q13489	BIRC3_HUMAN	BIRC3	2	2	1	0	2
O14920	IKKB_HUMAN	IKBKB	P35222	CTNB1_HUMAN	CTNNB1	5	5	2	0	5
O14920	IKKB_HUMAN	IKBKB	Q9H936	GHC1_HUMAN	SLC25A22	2	2	1	0	2
O14920	IKKB_HUMAN	IKBKB	P62826	RAN_HUMAN	RAN	2	2	1	0	2
O14920	IKKB_HUMAN	IKBKB	Q9UJS0	CMC2_HUMAN	SLC25A13	2	2	1	0	2
O14920	IKKB_HUMAN	IKBKB	Q9NYJ8	TAB2_HUMAN	TAB2	2	2	2	0	2
O14920	IKKB_HUMAN	IKBKB	Q9Y297	FBW1A_HUMAN	BTRC	3	1	3	0	4
O14920	IKKB_HUMAN	IKBKB	P42858	HD_HUMAN	HTT	1	1	1	0	1
O14920	IKKB_HUMAN	IKBKB	Q92905	CSN5_HUMAN	COPS5	5	4	2	0	6
O14920	IKKB_HUMAN	IKBKB	Q9H3D4	P63_HUMAN	TP63	1	1	1	0	2
O14920	IKKB_HUMAN	IKBKB	Q15672	TWST1_HUMAN	TWIST1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	Q14008	CKAP5_HUMAN	CKAP5	3	3	2	0	3
O14965	AURKA_HUMAN	AURKA	O14965	AURKA_HUMAN	AURKA	4	4	3	0	4
O14965	AURKA_HUMAN	AURKA	P06748	NPM_HUMAN	NPM1	3	3	2	0	4
O14965	AURKA_HUMAN	AURKA	P38398	BRCA1_HUMAN	BRCA1	6	5	2	0	10
O14965	AURKA_HUMAN	AURKA	P49841	GSK3B_HUMAN	GSK3B	3	2	3	0	4
O14965	AURKA_HUMAN	AURKA	Q9Y297	FBW1A_HUMAN	BTRC	2	2	1	0	2
O14965	AURKA_HUMAN	AURKA	O14920	IKKB_HUMAN	IKBKB	3	3	1	0	4
O14965	AURKA_HUMAN	AURKA	Q9Y6K9	NEMO_HUMAN	IKBKG	2	2	1	0	2
O14965	AURKA_HUMAN	AURKA	Q92841	DDX17_HUMAN	DDX17	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P06493	CDK1_HUMAN	CDK1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	Q92769	HDAC2_HUMAN	HDAC2	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P11021	GRP78_HUMAN	HSPA5	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P08238	HS90B_HUMAN	HSP90AB1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P07437	TBB5_HUMAN	TUBB	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P23396	RS3_HUMAN	RPS3	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P10809	CH60_HUMAN	HSPD1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P62263	RS14_HUMAN	RPS14	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P62249	RS16_HUMAN	RPS16	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	Q9BQE3	TBA1C_HUMAN	TUBA1C	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P54652	HSP72_HUMAN	HSPA2	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P68371	TBB4B_HUMAN	TUBB4B	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P62701	RS4X_HUMAN	RPS4X	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P61247	RS3A_HUMAN	RPS3A	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	Q00839	HNRPU_HUMAN	HNRNPU	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P11142	HSP7C_HUMAN	HSPA8	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P38646	GRP75_HUMAN	HSPA9	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P42704	LPPRC_HUMAN	LRPPRC	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P46783	RS10_HUMAN	RPS10	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P22626	ROA2_HUMAN	HNRNPA2B1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	Q9NZI8	IF2B1_HUMAN	IGF2BP1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P68104	EF1A1_HUMAN	EEF1A1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	O14654	IRS4_HUMAN	IRS4	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P22061	PIMT_HUMAN	PCMT1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P62913	RL11_HUMAN	RPL11	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P0DMV8	HS71A_HUMAN	HSPA1A	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	Q9Y618	NCOR2_HUMAN	NCOR2	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	Q04864	REL_HUMAN	REL	1	1	1	0	2
O14965	AURKA_HUMAN	AURKA	Q9C0C2	TB182_HUMAN	TNKS1BP1	1	1	1	0	2
O14965	AURKA_HUMAN	AURKA	Q9UIV1	CNOT7_HUMAN	CNOT7	1	1	1	0	2
O14965	AURKA_HUMAN	AURKA	Q9NZN8	CNOT2_HUMAN	CNOT2	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P35222	CTNB1_HUMAN	CTNNB1	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P25490	TYY1_HUMAN	YY1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9Y6K9	NEMO_HUMAN	IKBKG	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P62826	RAN_HUMAN	RAN	9	4	8	0	9
O14980	XPO1_HUMAN	XPO1	O14980	XPO1_HUMAN	XPO1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P03372	ESR1_HUMAN	ESR1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P10909	CLUS_HUMAN	CLU	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P61978	HNRPK_HUMAN	HNRNPK	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P49411	EFTU_HUMAN	TUFM	2	1	2	0	2
O14980	XPO1_HUMAN	XPO1	P37231	PPARG_HUMAN	PPARG	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q8NFZ5	TNIP2_HUMAN	TNIP2	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q01201	RELB_HUMAN	RELB	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9NYJ8	TAB2_HUMAN	TAB2	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q13546	RIPK1_HUMAN	RIPK1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	O00221	IKBE_HUMAN	NFKBIE	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9UHD2	TBK1_HUMAN	TBK1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P25963	IKBA_HUMAN	NFKBIA	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9NWT6	HIF1N_HUMAN	HIF1AN	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	O14965	AURKA_HUMAN	AURKA	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q13485	SMAD4_HUMAN	SMAD4	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P35606	COPB2_HUMAN	COPB2	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9UIV1	CNOT7_HUMAN	CNOT7	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P24928	RPB1_HUMAN	POLR2A	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q15025	TNIP1_HUMAN	TNIP1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q15653	IKBB_HUMAN	NFKBIB	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P61247	RS3A_HUMAN	RPS3A	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P23396	RS3_HUMAN	RPS3	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P46783	RS10_HUMAN	RPS10	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9C0C2	TB182_HUMAN	TNKS1BP1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P62249	RS16_HUMAN	RPS16	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9Y265	RUVB1_HUMAN	RUVBL1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P62269	RS18_HUMAN	RPS18	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P62701	RS4X_HUMAN	RPS4X	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P60510	PP4C_HUMAN	PPP4C	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P08670	VIME_HUMAN	VIM	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q04864	REL_HUMAN	REL	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P19838	NFKB1_HUMAN	NFKB1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q04206	TF65_HUMAN	RELA	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q00653	NFKB2_HUMAN	NFKB2	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9Y6Q9	NCOA3_HUMAN	NCOA3	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P23258	TBG1_HUMAN	TUBG1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P68366	TBA4A_HUMAN	TUBA4A	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9Y230	RUVB2_HUMAN	RUVBL2	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	O15111	IKKA_HUMAN	CHUK	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P04350	TBB4A_HUMAN	TUBB4A	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q13509	TBB3_HUMAN	TUBB3	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P17612	KAPCA_HUMAN	PRKACA	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P68363	TBA1B_HUMAN	TUBA1B	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P49841	GSK3B_HUMAN	GSK3B	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P62263	RS14_HUMAN	RPS14	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P52272	HNRPM_HUMAN	HNRNPM	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P26651	TTP_HUMAN	ZFP36	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q92841	DDX17_HUMAN	DDX17	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9UKZ1	CNO11_HUMAN	CNOT11	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P41279	M3K8_HUMAN	MAP3K8	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q13887	KLF5_HUMAN	KLF5	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9UNY4	TTF2_HUMAN	TTF2	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P35222	CTNB1_HUMAN	CTNNB1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q15650	TRIP4_HUMAN	TRIP4	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	Q9NZI8	IF2B1_HUMAN	IGF2BP1	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P22087	FBRL_HUMAN	FBL	1	1	1	0	1
O14980	XPO1_HUMAN	XPO1	P22736	NR4A1_HUMAN	NR4A1	1	1	1	0	1
O15111	IKKA_HUMAN	CHUK	P25963	IKBA_HUMAN	NFKBIA	50	6	48	0	57
O15111	IKKA_HUMAN	CHUK	Q9Y6K9	NEMO_HUMAN	IKBKG	67	9	54	0	80
O15111	IKKA_HUMAN	CHUK	O15111	IKKA_HUMAN	CHUK	7	6	6	0	7
O15111	IKKA_HUMAN	CHUK	Q01201	RELB_HUMAN	RELB	1	1	1	0	1
O15111	IKKA_HUMAN	CHUK	O00221	IKBE_HUMAN	NFKBIE	1	1	1	0	2
O15111	IKKA_HUMAN	CHUK	D3DR86	D3DR86_HUMAN	NFKB2	1	1	1	0	1
O15111	IKKA_HUMAN	CHUK	Q00653	NFKB2_HUMAN	NFKB2	6	4	5	0	8
O15111	IKKA_HUMAN	CHUK	Q04206	TF65_HUMAN	RELA	10	6	9	0	11
O15111	IKKA_HUMAN	CHUK	P41279	M3K8_HUMAN	MAP3K8	3	3	1	0	3
O15111	IKKA_HUMAN	CHUK	P35222	CTNB1_HUMAN	CTNNB1	4	4	2	0	4
O15111	IKKA_HUMAN	CHUK	P03372	ESR1_HUMAN	ESR1	2	2	1	0	2
O15111	IKKA_HUMAN	CHUK	Q9Y618	NCOR2_HUMAN	NCOR2	3	2	2	0	3
O15111	IKKA_HUMAN	CHUK	O14965	AURKA_HUMAN	AURKA	2	2	1	0	2
O15111	IKKA_HUMAN	CHUK	P42858	HD_HUMAN	HTT	1	1	1	0	1
O15111	IKKA_HUMAN	CHUK	Q92905	CSN5_HUMAN	COPS5	2	2	2	0	2
O15111	IKKA_HUMAN	CHUK	Q9NYJ8	TAB2_HUMAN	TAB2	1	1	1	0	1
O15111	IKKA_HUMAN	CHUK	Q9H3D4	P63_HUMAN	TP63	1	1	1	0	2
O15111	IKKA_HUMAN	CHUK	Q13546	RIPK1_HUMAN	RIPK1	1	1	1	0	1
O15111	IKKA_HUMAN	CHUK	O75376	NCOR1_HUMAN	NCOR1	1	1	1	0	1
O15226	NKRF_HUMAN	NKRF	Q04864	REL_HUMAN	REL	2	2	1	0	2
O15226	NKRF_HUMAN	NKRF	Q00653	NFKB2_HUMAN	NFKB2	2	2	1	0	2
O15226	NKRF_HUMAN	NKRF	P19838	NFKB1_HUMAN	NFKB1	2	2	1	0	2
O15226	NKRF_HUMAN	NKRF	Q04206	TF65_HUMAN	RELA	2	2	1	0	2
O15379	HDAC3_HUMAN	HDAC3	Q04206	TF65_HUMAN	RELA	4	3	3	0	6
O15379	HDAC3_HUMAN	HDAC3	P60510	PP4C_HUMAN	PPP4C	5	5	1	0	7
O15379	HDAC3_HUMAN	HDAC3	Q9NZN8	CNOT2_HUMAN	CNOT2	2	2	1	0	2
O15379	HDAC3_HUMAN	HDAC3	Q9HCU9	BRMS1_HUMAN	BRMS1	2	2	2	0	2
O15379	HDAC3_HUMAN	HDAC3	P17987	TCPA_HUMAN	TCP1	4	3	2	0	4
O15379	HDAC3_HUMAN	HDAC3	P49368	TCPG_HUMAN	CCT3	3	2	2	0	3
O15379	HDAC3_HUMAN	HDAC3	P78371	TCPB_HUMAN	CCT2	3	2	2	0	3
O15379	HDAC3_HUMAN	HDAC3	P25490	TYY1_HUMAN	YY1	10	3	7	0	10
O15379	HDAC3_HUMAN	HDAC3	Q13547	HDAC1_HUMAN	HDAC1	6	3	5	0	6
O15379	HDAC3_HUMAN	HDAC3	O14980	XPO1_HUMAN	XPO1	4	2	3	0	4
O15379	HDAC3_HUMAN	HDAC3	Q9NYJ8	TAB2_HUMAN	TAB2	3	3	1	0	3
O15379	HDAC3_HUMAN	HDAC3	O15379	HDAC3_HUMAN	HDAC3	5	3	4	0	5
O15379	HDAC3_HUMAN	HDAC3	P37231	PPARG_HUMAN	PPARG	8	5	4	0	10
O15379	HDAC3_HUMAN	HDAC3	P40763	STAT3_HUMAN	STAT3	5	2	4	0	6
O15379	HDAC3_HUMAN	HDAC3	P25963	IKBA_HUMAN	NFKBIA	2	2	2	0	2
O15379	HDAC3_HUMAN	HDAC3	Q96ST3	SIN3A_HUMAN	SIN3A	1	1	1	0	1
O15379	HDAC3_HUMAN	HDAC3	P19838	NFKB1_HUMAN	NFKB1	2	2	2	0	2
O15379	HDAC3_HUMAN	HDAC3	P08047	SP1_HUMAN	SP1	1	1	1	0	1
O15379	HDAC3_HUMAN	HDAC3	P62805	H4_HUMAN	HIST4H4	2	2	2	0	2
O15379	HDAC3_HUMAN	HDAC3	P03372	ESR1_HUMAN	ESR1	4	3	4	0	4
O15379	HDAC3_HUMAN	HDAC3	P17947	SPI1_HUMAN	SPI1	1	1	1	0	1
O15379	HDAC3_HUMAN	HDAC3	P27986	P85A_HUMAN	PIK3R1	1	1	1	0	1
O15379	HDAC3_HUMAN	HDAC3	P27348	1433T_HUMAN	YWHAQ	1	1	1	0	1
O15379	HDAC3_HUMAN	HDAC3	P18847	ATF3_HUMAN	ATF3	1	1	1	0	1
O15379	HDAC3_HUMAN	HDAC3	Q71U36	TBA1A_HUMAN	TUBA1A	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	Q15653	IKBB_HUMAN	NFKBIB	3	3	1	0	4
O15446	RPA34_HUMAN	CD3EAP	Q9UKB1	FBW1B_HUMAN	FBXW11	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	Q04864	REL_HUMAN	REL	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	O15111	IKKA_HUMAN	CHUK	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	O14920	IKKB_HUMAN	IKBKB	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	Q9Y6K9	NEMO_HUMAN	IKBKG	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	P52292	IMA1_HUMAN	KPNA2	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	P42704	LPPRC_HUMAN	LRPPRC	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	P19838	NFKB1_HUMAN	NFKB1	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	Q00653	NFKB2_HUMAN	NFKB2	1	1	1	0	1
O15446	RPA34_HUMAN	CD3EAP	Q04206	TF65_HUMAN	RELA	1	1	1	0	1
O15519	CFLAR_HUMAN	CFLAR	Q13200	PSMD2_HUMAN	PSMD2	1	1	1	0	1
O15519	CFLAR_HUMAN	CFLAR	Q13546	RIPK1_HUMAN	RIPK1	7	3	5	0	8
O15519	CFLAR_HUMAN	CFLAR	O14920	IKKB_HUMAN	IKBKB	1	1	1	0	1
O15519	CFLAR_HUMAN	CFLAR	O15519	CFLAR_HUMAN	CFLAR	1	1	1	0	1
O43566	RGS14_HUMAN	RGS14	O14980	XPO1_HUMAN	XPO1	1	1	1	0	1
O60271	JIP4_HUMAN	SPAG9	P19838	NFKB1_HUMAN	NFKB1	4	4	2	0	4
O60271	JIP4_HUMAN	SPAG9	O60271	JIP4_HUMAN	SPAG9	1	1	1	1	1
O60506	HNRPQ_HUMAN	SYNCRIP	Q9NZI8	IF2B1_HUMAN	IGF2BP1	3	3	2	0	6
O60506	HNRPQ_HUMAN	SYNCRIP	Q9H3D4	P63_HUMAN	TP63	3	3	1	0	4
