UniprotID_A	UniProtName_A	GeneName_A	UniprotID_B	UniProtName_B	GeneName_B	Experiments	Methods	Publications	3DStructures	CurationEvents
Q7Z434	MAVS_HUMAN	MAVS	O94817	ATG12_HUMAN	ATG12	1	1	1	0	3
Q7Z434	MAVS_HUMAN	MAVS	Q9H1Y0	ATG5_HUMAN	ATG5	1	1	1	0	1
Q7Z434	MAVS_HUMAN	MAVS	Q15366	PCBP2_HUMAN	PCBP2	1	1	1	0	2
Q7Z434	MAVS_HUMAN	MAVS	O43657	TSN6_HUMAN	TSPAN6	1	1	1	0	2
Q7Z434	MAVS_HUMAN	MAVS	Q7Z434	MAVS_HUMAN	MAVS	3	3	1	1	3
Q86WI3	NLRC5_HUMAN	NLRC5	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	1
Q8VC31	CCDC9_MOUSE	Ccdc9	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	1
Q96C10	DHX58_HUMAN	DHX58	P30927	V_MUMPE	P/V	1	1	1	0	2
Q96C10	DHX58_HUMAN	DHX58	Q997F2	V_NIPAV	P/V/C	1	1	1	0	1
Q96C10	DHX58_HUMAN	DHX58	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	1
Q96C10	DHX58_HUMAN	DHX58	P05067	A4_HUMAN	APP	2	1	2	0	2
Q96EQ8	RN125_HUMAN	RNF125	Q7Z434	MAVS_HUMAN	MAVS	1	1	1	0	1
Q96EQ8	RN125_HUMAN	RNF125	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	1
Q96EQ8	RN125_HUMAN	RNF125	Q96EQ8	RN125_HUMAN	RNF125	1	1	1	0	1
Q9BYX4	IFIH1_HUMAN	IFIH1	P30927	V_MUMPE	P/V	1	1	1	0	2
Q9BYX4	IFIH1_HUMAN	IFIH1	Q997F2	V_NIPAV	P/V/C	1	1	1	0	1
Q9BYX4	IFIH1_HUMAN	IFIH1	P03418	NCAP_HRSVA	N	1	1	1	0	2
Q9BYX4	IFIH1_HUMAN	IFIH1	P69284	V_SENDF	P/V/C	1	1	1	0	2
Q9BYX4	IFIH1_HUMAN	IFIH1	P14735	IDE_HUMAN	IDE	2	2	1	0	2
Q9BYX4	IFIH1_HUMAN	IFIH1	O14730	RIOK3_HUMAN	RIOK3	3	3	1	0	6
Q9BYX4	IFIH1_HUMAN	IFIH1	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	2
Q9BYX4	IFIH1_HUMAN	IFIH1	Q14145	KEAP1_HUMAN	KEAP1	2	2	1	0	2
Q9BYX4	IFIH1_HUMAN	IFIH1	O94817	ATG12_HUMAN	ATG12	1	1	1	0	2
Q9BYX4	IFIH1_HUMAN	IFIH1	P0CG47	UBB_HUMAN	UBB	1	1	1	0	1
Q9BYX4	IFIH1_HUMAN	IFIH1	O75928	PIAS2_HUMAN	PIAS2	1	1	1	0	2
Q9BYX4	IFIH1_HUMAN	IFIH1	O43657	TSN6_HUMAN	TSPAN6	1	1	1	0	1
Q9BYX4	IFIH1_HUMAN	IFIH1	P05067	A4_HUMAN	APP	1	1	1	0	1
Q9BYX4	IFIH1_HUMAN	IFIH1	Q9Y6I4	UBP3_HUMAN	USP3	2	2	1	0	2
Q9EMA9	V_MEASE	P/V	Q96C10	DHX58_HUMAN	DHX58	1	1	1	0	2
Q9EMA9	V_MEASE	P/V	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	2
Q9H1Y0	ATG5_HUMAN	ATG5	Q9H1Y0	ATG5_HUMAN	ATG5	2	2	2	2	4
Q9H1Y0	ATG5_HUMAN	ATG5	Q14145	KEAP1_HUMAN	KEAP1	3	3	2	0	3
Q9H1Y0	ATG5_HUMAN	ATG5	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	1
Q9UK80	UBP21_HUMAN	USP21	P0CG47	UBB_HUMAN	UBB	1	1	1	3	1
Q9UK80	UBP21_HUMAN	USP21	Q9UK80	UBP21_HUMAN	USP21	1	1	1	2	1
Q9UK80	UBP21_HUMAN	USP21	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	1
Q9UK80	UBP21_HUMAN	USP21	Q96C10	DHX58_HUMAN	DHX58	1	1	1	0	1
Q9WMB5	NCAP_MEASC	N	Q9BYX4	IFIH1_HUMAN	IFIH1	1	1	1	0	1
Q9Z2V5	HDAC6_MOUSE	Hdac6	Q9BYX4	IFIH1_HUMAN	IFIH1	2	2	2	0	2
Q9Z315	SNUT1_MOUSE	Sart1	Q9BYX4	IFIH1_HUMAN	IFIH1	2	2	2	0	2
