#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
STAT4	EBI3	1853690	1842863	9606.ENSP00000351255	9606.ENSP00000221847	0	0	0	0	0	0	0.900	0	0.900
STAT5A	IL27RA	1852428	1845345	9606.ENSP00000341208	9606.ENSP00000263379	0	0	0	0	0	0	0.900	0	0.900
IL6ST	IL27RA	1852144	1845345	9606.ENSP00000338799	9606.ENSP00000263379	0	0	0	0.625	0	0	0.900	0	0.900
IL27	JAK1	1853433	1852670	9606.ENSP00000349365	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0	0.900
JAK2	TYK2	1857411	1845624	9606.ENSP00000371067	9606.ENSP00000264818	0	0	0	0.890	0.044	0	0.900	0	0.900
STAT4	JAK1	1853690	1852670	9606.ENSP00000351255	9606.ENSP00000343204	0	0	0	0	0.183	0.117	0.800	0	0.843
STAT1	STAT4	1854113	1853690	9606.ENSP00000354394	9606.ENSP00000351255	0	0	0	0.952	0	0.173	0.800	0	0.827
STAT4	STAT2	1853690	1849817	9606.ENSP00000351255	9606.ENSP00000315768	0	0	0	0.890	0.097	0	0.800	0	0.811
STAT5A	STAT2	1852428	1849817	9606.ENSP00000341208	9606.ENSP00000315768	0	0	0	0.680	0.052	0	0.800	0	0.802
STAT4	STAT5A	1853690	1852428	9606.ENSP00000351255	9606.ENSP00000341208	0	0	0	0.760	0	0	0.800	0	0.800
